raw_text,station_id,observation_time,latitude,longitude,temp_c,dewpoint_c,wind_dir_degrees,wind_speed_kt,wind_gust_kt,visibility_statute_mi,altim_in_hg,sea_level_pressure_mb,corrected,auto,auto_station,maintenance_indicator_on,no_signal,lightning_sensor_off,freezing_rain_sensor_off,present_weather_sensor_off,wx_string,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,sky_cover,cloud_base_ft_agl,flight_category,three_hr_pressure_tendency_mb,maxT_c,minT_c,maxT24hr_c,minT24hr_c,precip_in,pcp3hr_in,pcp6hr_in,pcp24hr_in,snow_in,vert_vis_ft,metar_type,elevation_m
"METAR CYMO 201500Z AUTO 08007KT 5SM -SN BKN035 BKN045 OVC055 M10/M12 A2990 RMK SLP129",CYMO,2026-03-20T15:00:00.000Z,51.2920,-80.6070,-10,-12,80,7,,5,29.90,1012.9,,TRUE,,,,,,,-SN,BKN,3500,BKN,4500,OVC,5500,,,MVFR,,,,,,,,,,,,METAR,8
"METAR CYMU 201500Z 19006KT 15SM FEW230 M23/M25 A2993 RMK CI2 SLP148",CYMU,2026-03-20T15:00:00.000Z,56.5380,-76.5200,-23,-25,190,6,,15,29.93,1014.8,,,,,,,,,,FEW,23000,,,,,,,VFR,,,,,,,,,,,,METAR,69
"METAR LFJL 201500Z AUTO 09007KT 020V140 CAVOK 16/01 Q1017 NOSIG",LFJL,2026-03-20T15:00:00.000Z,48.9820,6.2510,16,1,90,7,,6+,30.03,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,259
"METAR LFKC 201500Z AUTO 02011KT 350V070 CAVOK 16/00 Q1013 NOSIG",LFKC,2026-03-20T15:00:00.000Z,42.5310,8.7930,16,0,20,11,,6+,29.91,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,38
"METAR LFKF 201500Z AUTO 06012KT 030V110 9999 FEW062 16/02 Q1013 NOSIG",LFKF,2026-03-20T15:00:00.000Z,41.5010,9.0980,16,2,60,12,,6+,29.91,,,TRUE,,,TRUE,,,,,FEW,6200,,,,,,,VFR,,,,,,,,,,,,METAR,15
"METAR CYND 201500Z 07008KT 1SM -SN OVC020 M05/M07 A2996 RMK SC8 /S02/ SLP152",CYND,2026-03-20T15:00:00.000Z,45.5200,-75.5630,-5,-7,70,8,,1,29.96,1015.2,,,,,,,,,-SN,OVC,2000,,,,,,,IFR,,,,,,,,,,,,METAR,57
"METAR CWAE 201500Z 23002KT 5SM -RA BR FEW014 SCT031 BKN065 OVC120 08/08 A2982 RMK SF2SC2SC2AS2 WIND EST SLP108",CWAE,2026-03-20T15:00:00.000Z,50.1290,-122.9550,8,8,230,2,,5,29.82,1010.8,,,,,,,,,-RA BR,FEW,1400,SCT,3100,BKN,6500,OVC,12000,MVFR,,,,,,,,,,,,METAR,658
"METAR LFKJ 201500Z AUTO 24008KT CAVOK 17/05 Q1013 NOSIG",LFKJ,2026-03-20T15:00:00.000Z,41.9240,8.8030,17,5,240,8,,6+,29.91,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR LFLC 201500Z AUTO 03006KT 350V070 CAVOK 16/01 Q1015 NOSIG",LFLC,2026-03-20T15:00:00.000Z,45.7870,3.1690,16,1,30,6,,6+,29.97,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,325
"METAR LFLS 201500Z AUTO 33004KT 290V360 CAVOK 17/02 Q1014 NOSIG",LFLS,2026-03-20T15:00:00.000Z,45.3630,5.3290,17,2,330,4,,6+,29.94,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,386
"METAR CWEU 201500Z 07003KT 15SM IC FEW180 SCT220 M38/M42 A2982 RMK AC2CI1 SLP120",CWEU,2026-03-20T15:00:00.000Z,79.9890,-85.9340,-38,-42,70,3,,15,29.82,1012,,,,,,,,,IC,FEW,18000,SCT,22000,,,,,VFR,,,,,,,,,,,,METAR,2
"METAR LFMP 201500Z AUTO 11014KT CAVOK 17/06 Q1014 TEMPO 12015G25KT",LFMP,2026-03-20T15:00:00.000Z,42.7370,2.8730,17,6,110,14,,6+,29.94,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,41
"METAR LFSL 201500Z AUTO 18004KT 130V260 CAVOK 19/01 Q1013 NOSIG",LFSL,2026-03-20T15:00:00.000Z,45.0400,1.4860,19,1,180,4,,6+,29.91,,,TRUE,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,300
"METAR CWGZ 201500Z 06003KT 010V140 6SM -SN OVC050 M29/M33 A2984 RMK SN1SC7 SLP113",CWGZ,2026-03-20T15:00:00.000Z,76.4230,-82.9020,-29,-33,60,3,,6,29.84,1011.3,,,,,,,,,-SN,OVC,5000,,,,,,,VFR,,,,,,,,,,,,METAR,24
"METAR CWSA 201500Z AUTO 33011KT 9SM OVC026 01/M07 A3015 RMK SLP213",CWSA,2026-03-20T15:00:00.000Z,43.9330,-60.0020,1,-7,330,11,,9,30.15,1021.3,,TRUE,,,,,,,,OVC,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,4
"METAR CWSW 201500Z 17009G16KT 2SM -RA FEW008 FEW018 BKN030 OVC050 08/07 A2988 RMK SF1SF1SC4NS2 SLP137 DENSITY ALT 4000FT",CWSW,2026-03-20T15:00:00.000Z,49.8340,-114.8810,8,7,170,9,16,2,29.88,1013.7,,,,,,,,,-RA,FEW,800,FEW,1800,BKN,3000,OVC,5000,IFR,,,,,,,,,,,,METAR,1173
"METAR CWZZ 201500Z AUTO 19011KT ////SM ////// M21/M26 A2973 RMK VIS MISG CLD MISG T12111263 SLP154",CWZZ,2026-03-20T15:00:00.000Z,58.4790,-62.6600,-21.1,-26.3,190,11,,,29.73,1015.4,,TRUE,,,,,,,,,,,,,,,,null,,,,,,,,,,,,METAR,50
"METAR CYAM 201500Z 04006KT 5SM -FZDZ BR BKN006 OVC012 M01/M02 A2977 RMK ST7SC1 CIG VRB 4-8 INTMT -FZRA ICE ON INDICATOR PRESRR SLP094",CYAM,2026-03-20T15:00:00.000Z,46.4840,-84.5040,-1,-2,40,6,,5,29.77,1009.4,,,,,,,,,-FZDZ BR,BKN,600,OVC,1200,,,,,IFR,,,,,,,,,,,,METAR,186
"METAR CYAS 201500Z 27005KT 15SM FEW220 M27/M32 A2996 RMK CI1 SLP169",CYAS,2026-03-20T15:00:00.000Z,60.0260,-70.0040,-27,-32,270,5,,15,29.96,1016.9,,,,,,,,,,FEW,22000,,,,,,,VFR,,,,,,,,,,,,METAR,99
"METAR CYBC 201500Z AUTO 29008G15KT 9SM SCT026 M02/M09 A2992 RMK SLP136",CYBC,2026-03-20T15:00:00.000Z,49.1350,-68.2020,-2,-9,290,8,15,9,29.92,1013.6,,TRUE,,,,,,,,SCT,2600,,,,,,,VFR,,,,,,,,,,,,METAR,20
"METAR CYBK 201500Z VRB04KT 20SM IC FEW030 M35/M39 A3011 RMK SC1 SC TR SLP203",CYBK,2026-03-20T15:00:00.000Z,64.3060,-96.0780,-35,-39,0,4,,20,30.11,1020.3,,,,,,,,,IC,FEW,3000,,,,,,,VFR,,,,,,,,,,,,METAR,14
"METAR CYBL 201500Z 33004KT 220V350 15SM FEW005 FEW040 BKN060 BKN220 07/07 A2984 RMK SF1SC1SC4CI1 SLP110",CYBL,2026-03-20T15:00:00.000Z,49.9510,-125.2690,7,7,330,4,,15,29.84,1011,,,,,,,,,,FEW,500,FEW,4000,BKN,6000,BKN,22000,VFR,,,,,,,,,,,,METAR,94
"METAR CYBR 201500Z 28003KT 8SM FEW006 BKN075 BKN250 01/00 A2990 RMK ST1AC6CI1 ST TR SLP149",CYBR,2026-03-20T15:00:00.000Z,49.9100,-99.9450,1,0,280,3,,8,29.90,1014.9,,,,,,,,,,FEW,600,BKN,7500,BKN,25000,,,VFR,,,,,,,,,,,,METAR,405
"METAR CYBU 201500Z AUTO 30009KT 9SM BKN180 02/M03 A2994 RMK SLP160",CYBU,2026-03-20T15:00:00.000Z,53.3330,-104.0050,2,-3,300,9,,9,29.94,1016,,TRUE,,,,,,,,BKN,18000,,,,,,,VFR,,,,,,,,,,,,METAR,369
"METAR CYBX 201500Z 36003KT 350V050 6SM -SN BKN016 OVC024 M05/M09 A3003 RMK SC6SC2 SLP175",CYBX,2026-03-20T15:00:00.000Z,51.4420,-57.1880,-5,-9,360,3,,6,30.03,1017.5,,,,,,,,,-SN,BKN,1600,OVC,2400,,,,,MVFR,,,,,,,,,,,,METAR,32
"METAR CYCB 201500Z 26014KT 10SM IC FEW140 SCT240 M35/M38 A2988 RMK AC1CI2 SLP125",CYCB,2026-03-20T15:00:00.000Z,69.1060,-105.1160,-35,-38,260,14,,10+,29.88,1012.5,,,,,,,,,IC,FEW,14000,SCT,24000,,,,,VFR,,,,,,,,,,,,METAR,19
"METAR CYCD 201500Z 15009KT 15SM FEW010 FEW049 BKN100 OVC200 11/11 A2988 RMK SF1SC2AC5CI1 SF TR INTMT -RA SLP120",CYCD,2026-03-20T15:00:00.000Z,49.0520,-123.8740,11,11,150,9,,15,29.88,1012,,,,,,,,,,FEW,1000,FEW,4900,BKN,10000,OVC,20000,VFR,,,,,,,,,,,,METAR,30
"METAR CYCG 201500Z 17013KT 15SM FEW005 BKN036 OVC070 09/09 A2989 RMK SC1SC7AC1 SLP132",CYCG,2026-03-20T15:00:00.000Z,49.2950,-117.6340,9,9,170,13,,15,29.89,1013.2,,,,,,,,,,FEW,500,BKN,3600,OVC,7000,,,VFR,,,,,,,,,,,,METAR,487
"METAR CYCO 201500Z 23015KT 15SM DRSN FEW280 M32/M37 A3010 RMK CI1 CI TR SLP200",CYCO,2026-03-20T15:00:00.000Z,67.8170,-115.1350,-32,-37,230,15,,15,30.10,1020,,,,,,,,,DRSN,FEW,28000,,,,,,,VFR,,,,,,,,,,,,METAR,20
"METAR CYCP 201500Z 00000KT 4SM BR SCT003 BKN046 OVC072 01/01 A2976 RMK SF3SC3AS2 SLP102",CYCP,2026-03-20T15:00:00.000Z,52.1290,-119.2900,1,1,0,0,,4,29.76,1010.2,,,,,,,,,BR,SCT,300,BKN,4600,OVC,7200,,,MVFR,,,,,,,,,,,,METAR,677
"METAR CYCQ 201500Z 09005KT 1SM -SN BKN010 OVC020 M03/M04 A2982 RMK SN7SF1SC1 SF TR SN ALQDS /S01/ AFT 13Z WIND EST SLP131",CYCQ,2026-03-20T15:00:00.000Z,55.6890,-121.6200,-3,-4,90,5,,1,29.82,1013.1,,,,,,,,,-SN,BKN,1000,OVC,2000,,,,,IFR,,,,,,,,,,,,METAR,614
"METAR CYCX 201500Z 28009KT 15SM BKN028 04/M05 A3001 RMK SC5 DENSITY ALT -1200FT SLP164",CYCX,2026-03-20T15:00:00.000Z,45.8390,-66.4500,4,-5,280,9,,15,30.01,1016.4,,,,,,,,,,BKN,2800,,,,,,,MVFR,,,,,,,,,,,,METAR,46
"METAR CYCY 201500Z 25003KT 15SM FEW260 M31/M36 A2989 RMK CS1 SLP128",CYCY,2026-03-20T15:00:00.000Z,70.4840,-68.5150,-31,-36,250,3,,15,29.89,1012.8,,,,,,,,,,FEW,26000,,,,,,,VFR,,,,,,,,,,,,METAR,73
"METAR CYDA 201500Z 24004KT 20SM FEW027 BKN100 BKN180 M22/M25 A2989 RMK SC2AC3CS1 SLP167",CYDA,2026-03-20T15:00:00.000Z,64.0440,-139.1270,-22,-25,240,4,,20,29.89,1016.7,,,,,,,,,,FEW,2700,BKN,10000,BKN,18000,,,VFR,,,,,,,,,,,,METAR,338
"METAR CYDB 201500Z 28002KT 15SM SCT160 M33/M36 A2971 RMK AC3 FROIN SLP158",CYDB,2026-03-20T15:00:00.000Z,61.3700,-139.0320,-33,-36,280,2,,15,29.71,1015.8,,,,,,,,,,SCT,16000,,,,,,,VFR,,,,,,,,,,,,METAR,807
"METAR CYDC 201500Z 00000KT 20SM SCT058 OVC075 04/03 A2991 RMK SC3AS5 SLP138",CYDC,2026-03-20T15:00:00.000Z,49.4680,-120.5140,4,3,0,0,,20,29.91,1013.8,,,,,,,,,,SCT,5800,OVC,7500,,,,,VFR,,,,,,,,,,,,METAR,703
"METAR CYDN 201500Z AUTO 23003KT 9SM SCT091 BKN120 01/M01 A2988 RMK SLP135",CYDN,2026-03-20T15:00:00.000Z,51.1000,-100.0570,1,-1,230,3,,9,29.88,1013.5,,TRUE,,,,,,,,SCT,9100,BKN,12000,,,,,VFR,,,,,,,,,,,,METAR,302
"METAR CYDP 201500Z 19004KT 15SM FEW230 M18/M23 A2999 RMK CI1 TR CI SLP160",CYDP,2026-03-20T15:00:00.000Z,56.5490,-61.6840,-18,-23,190,4,,15,29.99,1016,,,,,,,,,,FEW,23000,,,,,,,VFR,,,,,,,,,,,,METAR,14
"METAR CYEK 201500Z 33011KT 14SM FEW210 M33/M37 A3012 RMK CI1 SLP204",CYEK,2026-03-20T15:00:00.000Z,61.0980,-94.0720,-33,-37,330,11,,14,30.12,1020.4,,,,,,,,,,FEW,21000,,,,,,,VFR,,,,,,,,,,,,METAR,7
"METAR CYEN 201500Z AUTO 26005KT 9SM SCT170 05/04 A2987 RMK SLP139",CYEN,2026-03-20T15:00:00.000Z,49.2070,-102.9630,5,4,260,5,,9,29.87,1013.9,,TRUE,,,,,,,,SCT,17000,,,,,,,VFR,,,,,,,,,,,,METAR,580
"METAR CYEV 201500Z 30005KT 15SM IC FEW120 SCT250 M36/M40 A3041 RMK AC1CI2 SLP312",CYEV,2026-03-20T15:00:00.000Z,68.3090,-133.5000,-36,-40,300,5,,15,30.41,1031.2,,,,,,,,,IC,FEW,12000,SCT,25000,,,,,VFR,,,,,,,,,,,,METAR,74
"METAR CYFO 201500Z 31007KT 260V340 15SM BKN026 M01/M05 A2988 RMK SC6 SLP141",CYFO,2026-03-20T15:00:00.000Z,54.6780,-101.6800,-1,-5,310,7,,15,29.88,1014.1,,,,,,,,,,BKN,2600,,,,,,,MVFR,,,,,,,,,,,,METAR,303
"METAR CYFR 201500Z 33005KT 15SM SKC M27/M30 A3021 RMK SLP254",CYFR,2026-03-20T15:00:00.000Z,61.1780,-113.6880,-27,-30,330,5,,15,30.21,1025.4,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,159
"METAR CZBF 201500Z AUTO 26011G18KT 9SM BKN035 00/M06 A2995 RMK SLP149",CZBF,2026-03-20T15:00:00.000Z,47.6280,-65.7460,0,-6,260,11,18,9,29.95,1014.9,,TRUE,,,,,,,,BKN,3500,,,,,,,VFR,,,,,,,,,,,,METAR,60
"METAR LPMR 201500Z /////KT 9999 SCT025 BKN048 16/12 Q1008",LPMR,2026-03-20T15:00:00.000Z,39.8310,-8.8870,16,12,,,,6+,29.76,,,,,,,,,,,SCT,2500,BKN,4800,,,,,VFR,,,,,,,,,,,,METAR,50
"METAR YAMB 201500Z AUTO 12004KT 9999 // NCD 18/17 Q1016",YAMB,2026-03-20T15:00:00.000Z,-27.6300,152.7110,18,17,120,4,,6+,30.00,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,26
"METAR YWLM 201500Z AUTO 11002KT 9999 // NCD 18/17 Q1018",YWLM,2026-03-20T15:00:00.000Z,-32.7940,151.8360,18,17,110,2,,6+,30.06,,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,7
"METAR ZBHH 201500Z 09004MPS CAVOK M03/M13 Q1015 NOSIG",ZBHH,2026-03-20T15:00:00.000Z,40.8540,111.8270,-3,-13,90,8,,6+,29.97,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1081
"METAR ZBSJ 201500Z 04003MPS 010V080 6000 NSC 08/02 Q1020 NOSIG",ZBSJ,2026-03-20T15:00:00.000Z,38.2810,114.6970,8,2,40,6,,3.73,30.12,,,,,,TRUE,,,,,,,,,,,,,MVFR,,,,,,,,,,,,METAR,70
"METAR ZGHA 201500Z 04002MPS 5000 BR SCT015 OVC050 12/11 Q1022 NOSIG",ZGHA,2026-03-20T15:00:00.000Z,28.1800,113.2190,12,11,40,4,,3.11,30.18,,,,,,TRUE,,,,BR,SCT,1500,OVC,5000,,,,,MVFR,,,,,,,,,,,,METAR,61
"METAR ZGKL 201500Z VRB01MPS 6000 -RA SCT026 OVC046 13/12 Q1021 NOSIG",ZGKL,2026-03-20T15:00:00.000Z,25.2200,110.0400,13,12,0,2,,3.73,30.15,,,,,,TRUE,,,,-RA,SCT,2600,OVC,4600,,,,,MVFR,,,,,,,,,,,,METAR,151
"METAR ZGOW 201500Z 11003MPS 080V140 CAVOK 18/14 Q1018 NOSIG",ZGOW,2026-03-20T15:00:00.000Z,23.5500,116.5050,18,14,110,6,,6+,30.06,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,4
"METAR ZJHK 201500Z 10003MPS CAVOK 22/21 Q1015 NOSIG",ZJHK,2026-03-20T15:00:00.000Z,19.9340,110.4450,22,21,100,6,,6+,29.97,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,21
"METAR ZLXY 201500Z 01003MPS CAVOK 09/02 Q1018 NOSIG",ZLXY,2026-03-20T15:00:00.000Z,34.4490,108.7520,9,2,10,6,,6+,30.06,,,,,,TRUE,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,478
"METAR ZSQD 201500Z 15003MPS 5000 BR NSC 06/03 Q1024 NOSIG",ZSQD,2026-03-20T15:00:00.000Z,36.3620,120.0870,6,3,150,6,,3.11,30.24,,,,,,TRUE,,,,BR,,,,,,,,,MVFR,,,,,,,,,,,,METAR,2
"METAR ZWSH 201500Z VRB02MPS 9999 FEW040 11/M01 Q1016 NOSIG",ZWSH,2026-03-20T15:00:00.000Z,39.5420,76.0190,11,-1,0,4,,6+,30.00,,,,,,TRUE,,,,,FEW,4000,,,,,,,VFR,,,,,,,,,,,,METAR,1374
"METAR ZYCC 201500Z 20004MPS 3000 FU NSC M03/M15 Q1020 NOSIG",ZYCC,2026-03-20T15:00:00.000Z,43.9930,125.6820,-3,-15,200,8,,1.86,30.12,,,,,,TRUE,,,,FU,,,,,,,,,IFR,,,,,,,,,,,,METAR,211
"METAR CZPC 201500Z AUTO 23022G30KT 9SM CLR 11/04 A2978 RMK SLP089 DENSITY ALT 4600FT",CZPC,2026-03-20T15:00:00.000Z,49.5220,-114.0050,11,4,230,22,30,9,29.78,1008.9,,TRUE,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,1187
"METAR CZST 201500Z 00000KT 15SM BKN075 BKN090 M04/M06 A3000 RMK AC5AS2 SLP161",CZST,2026-03-20T15:00:00.000Z,55.9350,-129.9840,-4,-6,0,0,,15,30.00,1016.1,,,,,,,,,,BKN,7500,BKN,9000,,,,,VFR,,,,,,,,,,,,METAR,10
"METAR CYVM 201500Z 00000KT 15SM IC FEW050 SCT260 M27/M32 A2990 RMK SC1CC3 SC TR SLP127",CYVM,2026-03-20T15:00:00.000Z,67.5520,-64.0260,-27,-32,0,0,,15,29.90,1012.7,,,,,,,,,IC,FEW,5000,SCT,26000,,,,,VFR,,,,,,,,,,,,METAR,3
"METAR CYVO 201500Z 16011KT 12SM -SHSN SCT011 BKN160 M06/M08 A2984 RMK CU4AC3 SLP134",CYVO,2026-03-20T15:00:00.000Z,48.0560,-77.7790,-6,-8,160,11,,12,29.84,1013.4,,,,,,,,,-SHSN,SCT,1100,BKN,16000,,,,,VFR,,,,,,,,,,,,METAR,329
"METAR CYVQ 201500Z 00000KT 25SM -SN FEW021 FEW032 FEW120 FEW250 M36/M41 A3033 RMK SC1SC1AC1CI1 SC TR CI TR SLP286",CYVQ,2026-03-20T15:00:00.000Z,65.2780,-126.7960,-36,-41,0,0,,25,30.33,1028.6,,,,,,,,,-SN,FEW,2100,FEW,3200,FEW,12000,FEW,25000,VFR,,,,,,,,,,,,METAR,63
"METAR CYVT 201500Z AUTO 36009G15KT 9SM OVC013 M07/M10 A3002 RMK SLP195",CYVT,2026-03-20T15:00:00.000Z,55.8420,-108.4180,-7,-10,360,9,15,9,30.02,1019.5,,TRUE,,,,,,,,OVC,1300,,,,,,,MVFR,,,,,,,,,,,,METAR,438
"METAR CYVV 201500Z 03002KT 4SM BR OVC010 01/01 A2969 RMK SF8 SLP064",CYVV,2026-03-20T15:00:00.000Z,44.7450,-81.1070,1,1,30,2,,4,29.69,1006.4,,,,,,,,,BR,OVC,1000,,,,,,,MVFR,,,,,,,,,,,,METAR,221
"METAR CYWA 201500Z 11006KT 5SM -SHSN OVC009 M05/M07 A2993 RMK SC8 DENSITY ALT -1935FT SLP143",CYWA,2026-03-20T15:00:00.000Z,45.9480,-77.3110,-5,-7,110,6,,5,29.93,1014.3,,,,,,,,,-SHSN,OVC,900,,,,,,,IFR,,,,,,,,,,,,METAR,121
"METAR CYWH 201500Z 16007KT 130V200 10SM -RA FEW015 SCT040 OVC070 10/10 A2996 RMK SC2SC2AC4 SLP146",CYWH,2026-03-20T15:00:00.000Z,48.4230,-123.3870,10,10,160,7,,10+,29.96,1014.6,,,,,,,,,-RA,FEW,1500,SCT,4000,OVC,7000,,,VFR,,,,,,,,,,,,METAR,4
"METAR CYWJ 201500Z 00000KT 20SM FEW070 M31/M35 A3021 RMK AC2 SLP266",CYWJ,2026-03-20T15:00:00.000Z,65.2090,-123.4340,-31,-35,0,0,,20,30.21,1026.6,,,,,,,,,,FEW,7000,,,,,,,VFR,,,,,,,,,,,,METAR,208
"METAR CYWL 201500Z 33002KT 1/8SM FZFG VV001 M02/M02 A2969 RMK FG8 SLP079",CYWL,2026-03-20T15:00:00.000Z,52.1860,-122.0660,-2,-2,330,2,,0.13,29.69,1007.9,,,,,,,,,FZFG,OVX,100,,,,,,,LIFR,,,,,,,,,,,1,METAR,942
"METAR CYXC 201500Z 15009G16KT 130V190 25SM FEW025 BKN047 OVC087 10/07 A2988 RMK SC1SC6AC1 SLP130 DENSITY ALT 3300FT",CYXC,2026-03-20T15:00:00.000Z,49.6140,-115.7840,10,7,150,9,16,25,29.88,1013,,,,,,,,,,FEW,2500,BKN,4700,OVC,8700,,,VFR,,,,,,,,,,,,METAR,928
"METAR CYXE 201500Z 03003KT 15SM SCT045 BKN200 02/01 A2991 RMK SC4CI3 SLP154",CYXE,2026-03-20T15:00:00.000Z,52.1720,-106.6950,2,1,30,3,,15,29.91,1015.4,,,,,,,,,,SCT,4500,BKN,20000,,,,,VFR,,,,,,,,,,,,METAR,504
"METAR CYXL 201500Z 33004KT 310V010 12SM SCT007 BKN011 M02/M04 A2986 RMK SF3SC4 BR SLP136",CYXL,2026-03-20T15:00:00.000Z,50.1140,-91.9050,-2,-4,330,4,,12,29.86,1013.6,,,,,,,,,,SCT,700,BKN,1100,,,,,MVFR,,,,,,,,,,,,METAR,381
"METAR CYXN 201500Z 31012KT 15SM DRSN FEW220 M32/M35 A3010 RMK CI1 CI TR SLP196",CYXN,2026-03-20T15:00:00.000Z,62.2380,-92.5970,-32,-35,310,12,,15,30.10,1019.6,,,,,,,,,DRSN,FEW,22000,,,,,,,VFR,,,,,,,,,,,,METAR,9
"METAR CYXP 201500Z 19003KT 160V220 15SM SKC M29/M35 A2995 RMK SLP147",CYXP,2026-03-20T15:00:00.000Z,66.1440,-65.7120,-29,-35,190,3,,15,29.95,1014.7,,,,,,,,,,,,,,,,,,VFR,,,,,,,,,,,,METAR,29
"METAR CYXT 201500Z 33006KT 20SM FEW002 FEW030 FEW057 SCT090 M03/M04 A2991 RMK SF1SC1SC1AC2 SF TR SC TR SLP143",CYXT,2026-03-20T15:00:00.000Z,54.4710,-128.5770,-3,-4,330,6,,20,29.91,1014.3,,,,,,,,,,FEW,200,FEW,3000,FEW,5700,SCT,9000,VFR,,,,,,,,,,,,METAR,213
"METAR CYXZ 201500Z VRB02KT 5SM -FZDZ OVC004 M02/M03 A2977 RMK ST8 VIS 3 W/NO ICE ON INDICATOR SLP101",CYXZ,2026-03-20T15:00:00.000Z,47.9740,-84.7810,-2,-3,0,2,,5,29.77,1010.1,,,,,,,,,-FZDZ,OVC,400,,,,,,,LIFR,,,,,,,,,,,,METAR,287
"METAR CYYB 201500Z 10011KT 15SM -FZDZ -SN OVC007 M05/M06 A2976 RMK SC8 SLP104",CYYB,2026-03-20T15:00:00.000Z,46.3650,-79.4230,-5,-6,100,11,,15,29.76,1010.4,,,,,,,,,-FZDZ -SN,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,360
"METAR CYYD 201500Z 32005KT 15SM -SN FEW009 SCT043 BKN055 BKN150 M03/M05 A2984 RMK SF1SC3SC3AC1 SF TR -SN INTMT SLP127",CYYD,2026-03-20T15:00:00.000Z,54.8230,-127.1850,-3,-5,320,5,,15,29.84,1012.7,,,,,,,,,-SN,FEW,900,SCT,4300,BKN,5500,BKN,15000,VFR,,,,,,,,,,,,METAR,527
"METAR CYYE 201500Z 30003KT 15SM -SN OVC012 M17/M20 A3005 RMK SC8 SLP212",CYYE,2026-03-20T15:00:00.000Z,58.8390,-122.5900,-17,-20,300,3,,15,30.05,1021.2,,,,,,,,,-SN,OVC,1200,,,,,,,MVFR,,,,,,,,,,,,METAR,379
"METAR CYYF 201500Z VRB03KT 15SM BKN085 10/06 A2986 RMK AC7 SLP115",CYYF,2026-03-20T15:00:00.000Z,49.4600,-119.6060,10,6,0,3,,15,29.86,1011.5,,,,,,,,,,BKN,8500,,,,,,,VFR,,,,,,,,,,,,METAR,342
"METAR CYYG 201500Z 18015KT 15SM FEW022 BKN056 02/M04 A3004 RMK SC2SC4 SLP177",CYYG,2026-03-20T15:00:00.000Z,46.2890,-63.1280,2,-4,180,15,,15,30.04,1017.7,,,,,,,,,,FEW,2200,BKN,5600,,,,,VFR,,,,,,,,,,,,METAR,48
"METAR CYYH 201500Z 18010KT 10SM IC FEW005 BKN019 BKN170 M37/M41 A2990 RMK ST1SC5AC2 ST TR SLP133",CYYH,2026-03-20T15:00:00.000Z,69.5430,-93.5680,-37,-41,180,10,,10+,29.90,1013.3,,,,,,,,,IC,FEW,500,BKN,1900,BKN,17000,,,MVFR,,,,,,,,,,,,METAR,19
"METAR CYYN 201500Z AUTO 08004KT 050V110 9SM OVC100 05/03 A2986 RMK SLP129",CYYN,2026-03-20T15:00:00.000Z,50.2920,-107.6910,5,3,80,4,,9,29.86,1012.9,,TRUE,,,,,,,,OVC,10000,,,,,,,VFR,,,,,,,,,,,,METAR,814
"METAR CYYU 201500Z 23005KT 1 1/2SM -SN BR BKN004 BKN005 OVC006 M04/M05 A2977 RMK FG2SC3SC1SC2 ICE ON INDICATOR SLP100",CYYU,2026-03-20T15:00:00.000Z,49.4160,-82.4700,-4,-5,230,5,,1.5,29.77,1010,,,,,,,,,-SN BR,BKN,400,BKN,500,OVC,600,,,LIFR,,,,,,,,,,,,METAR,228
"METAR CYZE 201500Z AUTO 09009KT 9SM OVC007 M01/M02 A2973 RMK SLP079",CYZE,2026-03-20T15:00:00.000Z,45.8850,-82.5700,-1,-2,90,9,,9,29.73,1007.9,,TRUE,,,,,,,,OVC,700,,,,,,,IFR,,,,,,,,,,,,METAR,189
"METAR CYZG 201500Z 23007KT 210V280 15SM IC FEW070 BKN110 M26/M30 A2992 RMK AC2AS4 SLP172",CYZG,2026-03-20T15:00:00.000Z,62.1810,-75.6700,-26,-30,230,7,,15,29.92,1017.2,,,,,,,,,IC,FEW,7000,BKN,11000,,,,,VFR,,,,,,,,,,,,METAR,217
